,Event,Person
0,CoLaboratory: Аналитические опыты. Управление требованиями в agile-проектах,софья уткина
0,Вебинар: Электронная коммерция для МСП,василий косарев
0,Бесплатный мастер-класс для ИТ директоров:  Как сократить риски и сэкономить с помощью облачных технологий.,алексей колесников
0,Бесплатный мастер-класс для ИТ директоров:  Как сократить риски и сэкономить с помощью облачных технологий.,тимур сабаев
0,Построение эффективного интернет-маркетинга. Пошаговая инструкция.,вячеслав имамбаев
0,Построение эффективного интернет-маркетинга. Пошаговая инструкция.,павел петриков
0,Построение эффективного интернет-маркетинга. Пошаговая инструкция.,василий шабат
0,Фоторепортер: За кадром карьеры. Встреча глобальной сети для медиа HackPack.press,макс авдеев
0,Apple Mac OS X для начинающих,сергей фёдоров
0,Apple Mac OS X для начинающих,сергей фёдоров
0,Apple Mac OS X для начинающих,сергей фёдоров
0,Воскресный IT Лекторий для школьников и родителей,ален медовников
0,Воскресный IT Лекторий для школьников и родителей,вячеслава лапина
0,Мастер-класс по созданию криптовалюты технологией Blockchain,николай манолов
0,Компьютерные курсы:«Интернет и электронная почта»,николай селантьев
0,"Юрий Дроган: считаем экономику продукта, или какие метрики помогут добиться кратного роста",юрий дроган
0,Пятая встреча JUG.SEV,дмитрйя чуйко
0,Пятая встреча JUG.SEV,артём кобелев
0,Пятая встреча JUG.SEV,алексей ревякин
0,Нейросетевые алгоритмы. Искусственный интеллект,михаил бурцев
0,"Тренинг ""Руководство проектной командой""",ирина шилова
0,6 ключевых особенностей В2В продаж,эдуард шмидт
0,Илья Сачков | 30 сентября | 16:00 | ЗАЛ №2 (МГИМО),илья сачков
0,30 сентября 2016 года  в  Уфе состоится форум-выставка IT-проектов «Интернет – драйвер развития экономики»,карл маркс
0,30 сентября 2016 года  в  Уфе состоится форум-выставка IT-проектов «Интернет – драйвер развития экономики»,звиад кардава
0,30 сентября 2016 года  в  Уфе состоится форум-выставка IT-проектов «Интернет – драйвер развития экономики»,никита анищенко
0,30 сентября 2016 года  в  Уфе состоится форум-выставка IT-проектов «Интернет – драйвер развития экономики»,татьяна славкина
0,30 сентября 2016 года  в  Уфе состоится форум-выставка IT-проектов «Интернет – драйвер развития экономики»,алексей власов
0,30 сентября 2016 года  в  Уфе состоится форум-выставка IT-проектов «Интернет – драйвер развития экономики»,анна чефранова
0,30 сентября 2016 года  в  Уфе состоится форум-выставка IT-проектов «Интернет – драйвер развития экономики»,роман кондратюк
0,Партнерская конференция ФРИИ «Предпринимательская экосистема в университетах: от студенческих идей к стартапам»,мария миронова
0,"От карты до ""Таксы"": Городские приложения, сделанные в Сибири",анастасий захаров
0,"От карты до ""Таксы"": Городские приложения, сделанные в Сибири",артём кудзев
0,Презентация десятого набора Инкубатора Миллионеров,леонид румянцев
0,"Мастер-класс Игоря Аркадьевича Шварцбурга, ген. директора ООО ""ИнфАвто"",  на тему ""Малый бизнес в IT-сфере. Технологическая, экономическая и юридическая составляющие успеха""",игорь шварцбург
0,Семинар «Управление IT проектами»,марьяма царенка
0,Семинар «Управление IT проектами»,данила кадулин
0,Семинар «Управление IT проектами»,александр шибаев
0,Облачные технологии Autodesk,ярослав спикер
0,Встреча сообщества по SharePoint и Office 365,борис журкин
0,Встреча сообщества по SharePoint и Office 365,виталий жуков
0,Встреча сообщества по SharePoint и Office 365,докладмихаил секретный
0,Люди и котики: Как интернет влияет на поведение человека,софья пантелеева
0,"Вебинар ""Управление производством в 1С:ERP с учетом ограниченных производственных мощностей""",кодерлайна другой
0,Митап «Гиперлокальные приложения как инструмент создания сообществ»,юрий вечер
0,Митап «Гиперлокальные приложения как инструмент создания сообществ»,павел козлов
0,Митап «Гиперлокальные приложения как инструмент создания сообществ»,иван чумак
0,UPD: Встреча с Y Combinator в Москве: скайп с Сэмом Альтманом.,сэм альтман
0,Открытый урок по созданию фотографий для блога в Инстаграм.,олег майдаков
0,"Осенний Мастер-курс ""Сервисный UX-дизайн"", 2016 (РШСД)",александр ненашев
0,"Осенний Мастер-курс ""Сервисный UX-дизайн"", 2016 (РШСД)",мария кочарова
0,"Осенний Мастер-курс ""Сервисный UX-дизайн"", 2016 (РШСД)",ольга алтабаева
0,"Осенний Мастер-курс ""Сервисный UX-дизайн"", 2016 (РШСД)",антон григорьев
0,"Осенний Мастер-курс ""Сервисный UX-дизайн"", 2016 (РШСД)",евгения кулак
0,"Осенний Мастер-курс ""Сервисный UX-дизайн"", 2016 (РШСД)",павел манахов
0,"Осенний Мастер-курс ""Сервисный UX-дизайн"", 2016 (РШСД)",дмитрий сатин
0,"Осенний Мастер-курс ""Сервисный UX-дизайн"", 2016 (РШСД)",екатерина торопова
0,"Осенний Мастер-курс ""Сервисный UX-дизайн"", 2016 (РШСД)",виталий черемисинов
0,"Осенний Мастер-курс ""Сервисный UX-дизайн"", 2016 (РШСД)",игорь нечаев
0,"Вебинар ""Управление ассортиментом в 1С:ЕРП 2.1""",кодерлайна другой
0,Все о работе в иностранной компании,вебинар открытый
0,Сентябрьская встреча SPB Frontend (2016),екатерина булатова
0,Сентябрьская встреча SPB Frontend (2016),зарема халилова
0,Презентация конкурса на получение образовательной стипендии United World Colleges для подростков,зиявудин магомедов
0,Wordpress Meetup #10 в SemRush. Юбилейная встреча!,анна ладошкина
0,Wordpress Meetup #10 в SemRush. Юбилейная встреча!,анатолий юмашев
0,Wordpress Meetup #10 в SemRush. Юбилейная встреча!,варвар лялягин
0,Wordpress Meetup #10 в SemRush. Юбилейная встреча!,руслан бегалиев
0,Компьютерные курсы: ЛитРес и Президентская библиотека,николай селантьев
0,Встреча iOS-разработчиков @ Avito #2,олег фролов
0,Встреча iOS-разработчиков @ Avito #2,евгений можаровский
0,Как поднять b2b продажи - однодневный интенсив от Максима Руденко,максим руденко
0,MoscowJS Conf,вячеслав волков
0,MoscowJS Conf,александр майоров
0,MoscowJS Conf,игорь алексеенко
0,MoscowJS Conf,докладаалексей охрименко
0,"Бизнес-завтрак ""Рынок ИТ-аутсорсинга в России""",мария солодянкина
0,"Бизнес-завтрак ""Рынок ИТ-аутсорсинга в России""",дмитрий доценко
0,"Бизнес-завтрак ""Рынок ИТ-аутсорсинга в России""",олег иванов
0,Презентация десятого набора Инкубатора Миллионеров,леонид румянцев
0,Седьмая встреча JUG.EKB,дмитрий чуйко
0,Седьмая встреча JUG.EKB,руслан черемин
0,«PR в образовании: а почему я должен поступить в этот вуз?».,алин хабибуллин
0,Backend Meetup,ахмедьян романа
0,Backend Meetup,андрей иванов
0,Backend Meetup,павел александров
0,Backend Meetup,степан мурашов
0,Backend Meetup,евгений санников
0,Agile Kitchen - Масштабирование Agile,алексей воронин
0,Agile Kitchen - Масштабирование Agile,алексей дерюшкин
0,Agile Kitchen - Масштабирование Agile,сергей рогачев
0,Agile Kitchen - Масштабирование Agile,алексей лустин
0,Как стать немного киборгом - Даниил Веловатый,даниил веловатый
0,Open Talk с Сашей Маликовым на тему: «Рекламная фотография: от арт-дирекшна до щелчка затвора»,саша маликов
0,Открытая лекция Вячеслава Уточкина «Монетизационные акции: как удвоить доходы своей игры»,вячеслав уточкин
0,Ruby митап №4,александр борисов
0,Ruby митап №4,александра краснощёк
0,"Неформальная встреча сообщества ""Кибербезопасность АСУ ТП""",антон шипулин
0,Квантовые технологии: трансфер фундаментальной науки на рынок,станислав протасов
0,Квантовые технологии: трансфер фундаментальной науки на рынок,алексей устинов
0,Квантовые технологии: трансфер фундаментальной науки на рынок,александр львовский
0,Квантовые технологии: трансфер фундаментальной науки на рынок,юрий курочкин
0,Квантовые технологии: трансфер фундаментальной науки на рынок,борис альтшулер
0,Квантовые технологии: трансфер фундаментальной науки на рынок,александра тормас
0,Cессия «Популяризация науки: от сложного к простому и обратно»,андрей серый
0,Cессия «Популяризация науки: от сложного к простому и обратно»,александр панчин
0,Cессия «Популяризация науки: от сложного к простому и обратно»,егор быковский
0,Cессия «Популяризация науки: от сложного к простому и обратно»,анна кронгауз
0,Cессия «Популяризация науки: от сложного к простому и обратно»,луиз низамов
0,Cессия «Популяризация науки: от сложного к простому и обратно»,анна шангина
0,Cессия «Популяризация науки: от сложного к простому и обратно»,андрей коняев
0,Cессия «Популяризация науки: от сложного к простому и обратно»,джон адамс
0,Cессия «Популяризация науки: от сложного к простому и обратно»,елена брандт
0,"Старт курса ""Интернет-предпринимательство""",антон ботвин
0,Курсы IT_lab Styleru,андрей сизов
0,Курсы IT_lab Styleru,василий артамонов
0,Курсы IT_lab Styleru,ринат забайдуллин
0,Курсы IT_lab Styleru,алан белоглазов
0,Курсы IT_lab Styleru,юрий реутский
0,Курсы IT_lab Styleru,артём коняев
0,LessWrong St. Petersburg community,евгений анастасиев
0,LessWrong St. Petersburg community,екатерина рысь
0,Компьютерные курсы: Активный гражданин и Портал Госуслуг,николай селантьев
0,"Создание сайтов с нуля - что, как, зачем? Бесплатный вебинар.",артемий бойков
0,InspiRussia Хакатон  by Life.SREDA,станислав протасов
0,InspiRussia Хакатон  by Life.SREDA,максим авдеев
0,InspiRussia Хакатон  by Life.SREDA,гриша петров
0,InspiRussia Хакатон  by Life.SREDA,алекс чепурной
0,InspiRussia Хакатон  by Life.SREDA,егор иванов
0,InspiRussia Хакатон  by Life.SREDA,степан кашинцев
0,InspiRussia Хакатон  by Life.SREDA,алексей архипов
0,InspiRussia Хакатон  by Life.SREDA,владимир канин
0,InspiRussia Хакатон  by Life.SREDA,романа шайхутдин
0,InspiRussia Хакатон  by Life.SREDA,джозеф браун
0,InspiRussia Хакатон  by Life.SREDA,андрей балясников
0,InspiRussia Хакатон  by Life.SREDA,дмитрий амроян
0,InspiRussia Хакатон  by Life.SREDA,константин гольдштейн
0,InspiRussia Хакатон  by Life.SREDA,рамиль насыров
0,InspiRussia Хакатон  by Life.SREDA,александр чепурной
0,InspiRussia Хакатон  by Life.SREDA,меллон карнеги
0,"Бизнес-завтрак ""Сайт как основной продавец""",андрей ведущий
0,"Нейротехнологии. Глубокое обучение, Deep Learning - Владислав Беляев",владислав беляев
0,WebPurple Meetup #12,влад грачев
0,Kotlin: Разрабатываем под JVM с удовольствием,дмитрий жемеров
0,Kotlin: Разрабатываем под JVM с удовольствием,петер сервис
0,Kotlin: Разрабатываем под JVM с удовольствием,светлана исакова
0,"Бесплатный вебинар по Adobe Illustrator: ""разработка рекламного макета и подготовка его к печати""",татьяна степаненко
0,"InterSystems Meetup в Москве, 15 сентября, ""БулгаковSpace"", Б.Садовая, д.10",елена ометова
0,"InterSystems Meetup в Москве, 15 сентября, ""БулгаковSpace"", Б.Садовая, д.10",евгений шваров
0,"InterSystems Meetup в Москве, 15 сентября, ""БулгаковSpace"", Б.Садовая, д.10",семён макаров
0,"InterSystems Meetup в Москве, 15 сентября, ""БулгаковSpace"", Б.Садовая, д.10",геворг арутюнян
0,"InterSystems Meetup в Москве, 15 сентября, ""БулгаковSpace"", Б.Садовая, д.10",рустам ибрагимов
0,"InterSystems Meetup в Москве, 15 сентября, ""БулгаковSpace"", Б.Садовая, д.10",эдуард лебедюк
0,SpbDotNet Meetup #14,дмитрий нестерук
0,SpbDotNet Meetup #14,роман неволин
0,Живые города на кончиках пальцев. Мобильные технологии для продвижения территорий.,андрей сулейков
0,"Лекция Ульяны Ким «В маркетинг через кухню, а на кухню сквозь маркетинг».",ульяна ким
0,Новые возможности повышения безопасности в Windows 10,денис ларин
0,Дмитрий Александров — Nashorn: легкий движок JavaScript на JVM,дмитрий александров
0,Бесплатный вебинар Adobe Photoshop: Секреты оформления аватара в социальных сетях - создание единого блока “Аватар и Меню”,татьяна степаненко
0,Wrike Tech Club: Analytics tools & big data,алексей пупышев
0,Wrike Tech Club: Analytics tools & big data,никита поваров
0,Wrike Tech Club: Analytics tools & big data,алексей смирнов
0,Основы инфраструктуры Windows Server 2012 (10967),кецховели ладо
0,"Вебинар ""Флэш-технологии: экономия возможна!""",александр миронов
0,"Бизнес-завтрак  ""От трафика до продаж. Построение эффективного интернет-маркетинга""",вячеслав имамбаев
0,"Бизнес-завтрак  ""От трафика до продаж. Построение эффективного интернет-маркетинга""",павел петриков
0,"Бизнес-завтрак  ""От трафика до продаж. Построение эффективного интернет-маркетинга""",александра гайдук
0,Кибербезопасность для юристов,цшайга хольгер
0,Кибербезопасность для юристов,олег безик
0,Кибербезопасность для юристов,андрей брызгин
0,Кибербезопасность для юристов,мария воронова
0,Кибербезопасность для юристов,кирилл бельский
0,Кибербезопасность для юристов,виталий малкин
0,Кибербезопасность для юристов,роман горбаня
0,Встреча СПб СоА 13 сентября. Зачем мы нашим заказчикам?,тимофей левицкий
0,Data Science Week,павел клеменков
0,Data Science Week,александр куликов
0,Data Science Week,алексей игошин
0,Data Science Week,анджей аршавский
0,Data Science Week,роман тихонов
0,Data Science Week,андрей иванов
0,Data Science Week,артём пичугин
0,Data Science Week,дмитрий репин
0,Data Science Week,андрей котов
0,Data Science Week,павел салас
0,Data Science Week,константин савенков
0,Data Science Week,николай манолов
0,Data Science Week,дмитрий гармашев
0,Data Science Week,дмитрия родина
0,Data Science Week,евгений лёгкий
0,Data Science Week,александр ларьяновский
0,Mobile Meeting,дмитрий буров
0,Mobile Meeting,михаил вайсман
0,Mobile Meeting,роман осипов
0,"Лекция ""Работа журналиста в экстремальных условиях"" Радика Амирова",радик амиров
0,MSK .NET Meetup #2,вячеслав михайлов
0,"Бизнес-завтрак ""Сайт как основной продавец""",андрей ведущий
0,Краткая история криптографии - Сергей Владимиров,сергей владимиров
0,Краткая история криптографии - Сергей Владимиров,мария стюарт
0,Краткая история криптографии - Сергей Владимиров,владимир ульянов
0,Встреча jug.msk.ru 8 сентября 2016 с Барухом Садогурским и Кириллом Толкачёвым - DevOps for the rest of us – Давайте уже напишем что-нибудь!,кирилл толкачёвый
0,FProg (Cентябрь 2016),дмитрий косарев
0,FProg (Cентябрь 2016),илья звягин
0,Курс по UX-проектированию,дарья орлова
0,Курс по UX-проектированию,александр постовалов
0,Курс по UX-проектированию,ксения воейкова
0,Новый VKontakte,наталья хомутова
0,Мастер-класс с основателем ZerotoOneLabs.com Арманом Сулейменовым,арман сулейменов
0,"Дмитрий Стогов, Zend — Производительность PHP изнутри",анна лебедева
0,"Дмитрий Стогов, Zend — Производительность PHP изнутри",дмитрий стогов
0,Просмотр презентации Apple iPhone 7 в HopHead Craft Beer Pub,фридрих энгельс
0,Сайты на конструкторах. Делаем быстро и вкусно!,евгений тюрин
0,Дистанционный курс «Маэстро мультимедийной истории»,оксана силантьева
0,Дистанционный курс «Маэстро мультимедийной истории»,райан бак
0,Apple Mac OS X для начинающих,сергей фёдоров
0,Apple Mac OS X для начинающих,сергей фёдоров
0,Apple Mac OS X для начинающих,сергей фёдоров
0,Неделя знаний АИА_5 сентября,игорь м
0,Неделя знаний АИА_5 сентября,надежда золотухина
0,Неделя знаний АИА_5 сентября,елена карцева
0,Неделя знаний АИА_5 сентября,светлана замарацкая
0,Неделя знаний АИА_5 сентября,георгия молодец
0,Неделя знаний АИА_5 сентября,анастасий кумани
0,Неделя знаний АИА_5 сентября,александр берлин
0,Неделя знаний АИА_5 сентября,артём петров
0,Воркшоп «Верстка писем на HTML»,андрей гурылев
0,Блокчейн-клуб: Масштабирование блокчейна. Основы Lightning network & SegWit. + STARTUP CLUB,александра панк
0,Как правильно презентовать свой проект? - мастер-класс Александра Борисова,александр борисов
0,Как правильно презентовать свой проект? - мастер-класс Александра Борисова,стив джобс
0,"Исповедь стартапера: как мы сделали лучший SaaS-конструктор мобильных приложений и запороли его за 2,5 года",андрей терехов
0,"Исповедь стартапера: как мы сделали лучший SaaS-конструктор мобильных приложений и запороли его за 2,5 года",андрей григорьев
0,Программирование для детей от 8 лет,сергей михнев
0,"""Как поднять B2B-продажи"" - мастер-класс Владимира Кущева",владимир кущев
0,TomskJS meetup 1,никита размахнин
0,TomskJS meetup 1,сергей черепанов
0,TomskJS meetup 1,максим самойлов
0,Fintech-workshop InspiRussia by Life.SREDA,максим авдеев
0,Fintech-workshop InspiRussia by Life.SREDA,игорь хмель
0,Fintech-workshop InspiRussia by Life.SREDA,марин гурьев
0,Fintech-workshop InspiRussia by Life.SREDA,ярослав швецов
0,Fintech-workshop InspiRussia by Life.SREDA,вячеслав семенчук
0,Евгений Борисов — Spring Puzzlers: второй сезон,евгений борисов
0,"Воркшоп: ""Ретроспектива проекта""",валентин крупадеров
0,"Встреча jug.msk.ru 30 августа 2016 с Алексеем Рагозиным, Deutsche Bank - диагностические интерфейсы JVM или как сделать профайлер своими руками.",алексей рагозин
0,#вТатарстанеОК: Встреча с блогерами-участниками,артур летохин
0,#вТатарстанеОК: Встреча с блогерами-участниками,александр чевелев
0,#вТатарстанеОК: Встреча с блогерами-участниками,филипп воскресенский
0,#вТатарстанеОК: Встреча с блогерами-участниками,айгуль бедретдинова
0,#вТатарстанеОК: Встреча с блогерами-участниками,иван беленький
0,#вТатарстанеОК: Встреча с блогерами-участниками,пётр ловыгин
0,#вТатарстанеОК: Встреча с блогерами-участниками,полина бржезинская
0,«WordPress meetup — Kaliningrad»,владислав балабанович
0,«WordPress meetup — Kaliningrad»,александр гончаров
0,Семинар Александра Белоцерковского «Машинное обучение: как создать чат-бота и наделить его искусственным интеллектом»,александр белоцерковский
0,Ежегодная конференция по Asterisk,александр абабий
0,Ежегодная конференция по Asterisk,романа перец
0,Ежегодная конференция по Asterisk,николай шакин
0,Ежегодная конференция по Asterisk,роман козлов
0,Ежегодная конференция по Asterisk,алексей портнов
0,Ежегодная конференция по Asterisk,дмитрий балашов
0,Ежегодная конференция по Asterisk,анна мжельская
0,Ежегодная конференция по Asterisk,игорь гончаровский
0,Ежегодная конференция по Asterisk,юрий горличенко
0,Ежегодная конференция по Asterisk,михаил халимоненко
0,Ежегодная конференция по Asterisk,сергей грушко
0,Ежегодная конференция по Asterisk,олег цяпа
0,Ежегодная конференция по Asterisk,олег левицкий
0,Ежегодная конференция по Asterisk,даниил пилипенко
0,Ежегодная конференция по Asterisk,василий полозов
0,Ежегодная конференция по Asterisk,кирилл золотавин
0,Ежегодная конференция по Asterisk,николай бекетов
0,FrontendFellows #8,наталья коновалова
0,FrontendFellows #8,романа коробейник
0,Python Meetup 26.08.2016,денис минич
0,Python Meetup 26.08.2016,алексей романов
0,"C++ Siberia, 2016",иван афанасьев
0,"C++ Siberia, 2016",александр гранин
0,"C++ Siberia, 2016",антон бикинеев
0,"C++ Siberia, 2016",дмитрий кашицын
0,"C++ Siberia, 2016",григорий демченко
0,"C++ Siberia, 2016",антон полухин
0,"C++ Siberia, 2016",павел беликов
0,Искусственный интеллект... Враг или друг? - Юрий Володичев,юрий лектор
0,Искусственный интеллект... Враг или друг? - Юрий Володичев,юрий володичев
0,Мир обработки изображений: от красных глаз до компьютерного зрения,егор ершов
0,MoscowJS 33,павел кондратенко
0,MoscowJS 33,антон корзунов
0,Лекция «Сделать рекламную кампанию или умереть» в Штабе,ирина рябова
0,Новые возможности MS SQL Server 2016,андрей денисов
0,Основы программирования (на базе JavaScript),виктор гвоздев
0,Профессия Web-разработчик: HTML+CSS+JavaScript,владимир селезнев
0,Профессия Web-разработчик: HTML+CSS+JavaScript,виктор гвоздев
0,Третья сессия IT HR MeetUp,ксения зуева
0,Третья сессия IT HR MeetUp,андрей сумин
0,Семинар: Введение в стратегию тестирования,сергей мартыненко
0,Семинар: Введение в стратегию тестирования,макс дорофеев
0,Семинар: Введение в стратегию тестирования,илья богунов
0,CIF3 (CryptoInstallFest),александр шишенко
0,CIF3 (CryptoInstallFest),дмитрий мариничев
0,CIF3 (CryptoInstallFest),филипп гребенщиков
0,CIF3 (CryptoInstallFest),вартан хачатуров
0,CIF3 (CryptoInstallFest),андрей солдатов
0,CIF3 (CryptoInstallFest),леонид волков
0,CIF3 (CryptoInstallFest),сергей матвеев
0,"Дизайн-джем: Как создать за 48 часов сервис, меняющий мир",энн микерс
0,"Бизнес-завтрак ""Сайт как основной продавец""",андрей ведущий
0,Вещи в интернете и Интернет вещей,алан бахчиев
0,Серия Открытых Вебинаров для Бизнес-Аналитика,вебинара шаг
0,Серия Открытых Вебинаров для Бизнес-Аналитика,вебинар обзор
0,Серия Открытых Вебинаров для Бизнес-Аналитика,вебинар открытый
0,Первая встреча DIGITAL SREDA,виталий пилипчук
0,CoLaboratory: ruHaskell,юрий сыровецкий
0,CoLaboratory: ruHaskell,алексей пирогов
0,"Лекция ""Культура спора и свобода слова: как выжить в онлайн дискуссиях?"".",оксана мороз
0,"Лекция ""Культура спора и свобода слова: как выжить в онлайн дискуссиях?"".",гор м
0,"Вебинар ""СХД NetApp - тонкости выбора""",александр миронов
0,"Открытый урок: ""Продвижение бизнеса через Инстаграм"".",анастасий уютнов
0,Python Data Science meetup @ Avito,вадима аюй
0,Python Data Science meetup @ Avito,андрей остапец
0,Python Data Science meetup @ Avito,василий лексин
0,Python Data Science meetup @ Avito,михаил трофимов
0,Apple Mac OS X для начинающих,сергей фёдоров
0,Apple Mac OS X для начинающих,сергей фёдоров
0,Митап «Создание тематических карт: от идеи до реализации»,анна копытова
0,Нанометрология. Как измерить нанометр?,степан лисовский
0,MSK .NET Meetup #1,михаил щербаков
0,Полное погружение: Чего ждать от эры виртуальной реальности,василий филиппов
0,Полное погружение: Чего ждать от эры виртуальной реальности,сергей орловский
0,Полное погружение: Чего ждать от эры виртуальной реальности,андрей дороничев
0,"Мастер-класс ""Управление разработкой IT-продуктов""",сергей крылов
0,"Лекция «Игры, в которые играют SMM-специалисты» Регины Фасхеевой",регина фасхеева
0,"Вебинар ""Veeam и хранение данных""",павел косарев
0,День открытых дверей кафедры высокопроизводительных вычислений и Института наукоемких компьютерных технологий,александр бухановский
0,Кто и зачем создает искусственный интеллект,байрам аннаков
0,Мастер-класс «Цифровая среда как ключ к успеху: лайфхак для современного художника»,оксана мороз
0,"Бизнес-завтрак ""Сайт как основной продавец""",андрей ведущий
0,Дроны: полёт в будущее.,кирилл шилов
0,"Транспорт будущего: технологии, проблемы и возможности",елена пяткина
0,"Транспорт будущего: технологии, проблемы и возможности",константин митриченко
0,"Транспорт будущего: технологии, проблемы и возможности",влад карбовский
0,"Транспорт будущего: технологии, проблемы и возможности",александр ненько
0,Практическая встреча с начальником отдела платежных сервисов Сбербанка Натальей  Торшининой.,наталья торшинина
0,"Лекция ""Спорт in da house"" в Штабе",рубин зенит
0,Лекция Давида Яна,александр москалев
0,"Обучающий семинар для руководителей и генеральных директоров ""Современные IT решения для вашего бизнеса""",александр невский
0,"О проверке фактов, женских онлайнах и генерации идей",егор яковлев
0,"О проверке фактов, женских онлайнах и генерации идей",аля баданина
0,"О проверке фактов, женских онлайнах и генерации идей",сергей пархоменко
0,FrontendFellows #7,сергей жигалов
0,FrontendFellows #7,олег мохов
0,FrontendFellows #7,павел черторогов
0,Программирование для детей от 8 лет,сергей михнев
0,FrontendFellows #6,сергей жигалов
0,FrontendFellows #6,талгат успанов
0,FrontendFellows #6,олег мохов
0,Python Meetup 29.07.2016,стас рудаков
0,Python Meetup 29.07.2016,филипп баканов
0,"Бизнес-завтрак ""Сайт как основной продавец""",андрей ведущий
0,7 секретных приемов Яндекс.Директа,роман наихороший
0,Как не бояться ошибок и разбудить свою мечту,алиса симоненко
0,"Игра ""Твой выбор""",ольга сергеева
0,"Игра ""Твой выбор""",иван звягин
0,"Игра ""Твой выбор""",ирина данелия
0,"Игра ""Твой выбор""",ксения миняхина
0,"“Мастер-класс по Google Chromecast""",андрей хитрый
0,Семинар для ОМС в г. Перми,екатерина якимчук
0,Семинар Лиги безопасного интернета «Безопасность и развитие – где противоречие?»,денис давыдов
0,Лекция Александра Лысковского,александр лысковский
0,Мастер-класс: Успешный Instagram для дизайнера интерьера.,денис должиков
0,Мастер-класс: Успешный Instagram для дизайнера интерьера.,юлий борисов
0,Презентация для вебинара: пошаговая инструкция + наглядное онлайн-видео,екатерина лежнева
0,Митап «Как продвигать публичные каналы и чаты в Telegram»,виктор каргин
0,Как локальному российскому бренду выйти на зарубежный рынок,артём спикер
0,"Мастер-класс ""Ретушь фотографий"" в Photoshop",татьяна степаненко
0,"Мастер-класс ""Визитка своими руками"" в Adobe Illustrator",татьяна степаненко
0,DrupalCafe #18,иван абраменко
0,DrupalCafe #18,антон кузьменко
0,DrupalCafe #18,михаил крайнюк
0,DrupalCafe #18,намжилма жамбалова
0,DrupalCafe #18,антон лебедев
0,Demo Day участников двухнедельного преакселератора от венчурного фонда Turn8 и Университета ИТМО,елена гаврилова
0,Mac для начинающих,сергей фёдоров
0,День Открытых дверей Высшей школы ИТИС КФУ для поступающих в магистратуру,ирина максимова
0,День Открытых дверей Высшей школы ИТИС КФУ для поступающих в магистратуру,михаил абрамский
0,Открытый семинар в Xsolla: оптимизация загрузки frontendа приложения в браузере.,михаил трошев
0,"Бизнес-завтрак ""Сайт как основной продавец""",андрей ведущий
0,Хитрости контекстной рекламы или как не слить бюджет на привлечение клиентов,александр швец
0,"Заочный курс ""Заработок на партнерских программах""",татьяна любимова
0,Что принесет 4-ая промышленная революция?,степан лисовский
0,"Лекция «Как сделать так, чтобы о вашем мероприятии узнали ВСЕ»!",дарья долгова
0,Mac для начинающих,сергей фёдоров
0,Бесплатный вебинар «3D Door Business School. Воронка продаж для дверного бизнеса: оффлайн и онлайн»,надежда гурьянова
0,Бесплатный вебинар «3D Door Business School. Воронка продаж для дверного бизнеса: оффлайн и онлайн»,ирина сальникова
0,Южный IT_парк  Road.Show,алексей санин
0,Южный IT_парк  Road.Show,андрей батрименко
0,PROкачай свой сайт!,ирина глущеня
0,Митап «Как создать сайт для своего проекта»,лев звягинцев
0,Rambler.iOS #7,александр сычев
0,Rambler.iOS #7,алексей сычев
0,Mac для начинающих,сергей фёдоров
0,"Бесплатный семинар для руководителей и генеральных директоров ""Современные IT решения для вашего бизнеса""",александр невский
0,Brian Feinstein: Insiders Silicon Valley Summer series,брайан финштейн
0,Южный IT_парк  Road.Show,алексей санин
0,Южный IT_парк  Road.Show,андрей батрименко
0,DevOps: от философии к практике,денис измайлов
0,DevOps: от философии к практике,михаил бараблин
0,DevOps: от философии к практике,максим смирнов
0,DevOps: от философии к практике,александр титов
0,DevOps: от философии к практике,илья сухов
0,DevOps: от философии к практике,андрей косыгин
0,Guy Kawasaki: Insiders Silicon Valley Summer series,гай кавасаки
0,"Курсы для начинающих  ""Программирование на PhP""",артур касимов
0,Первый отборочный этап 6-го набора резидентов бизнес-инкубатора «ПЕРИ Инновации»,анна антонова
0,Первый отборочный этап 6-го набора резидентов бизнес-инкубатора «ПЕРИ Инновации»,наталья шелагина
0,Первый отборочный этап 6-го набора резидентов бизнес-инкубатора «ПЕРИ Инновации»,вадим малыч
0,"День открытых дверей Высшей школы ИТИС КФУ ""Урок 3D истории""",ирина максимова
0,"День открытых дверей Высшей школы ИТИС КФУ ""Урок 3D истории""",айрат хасьянов
0,"Бизнес-завтрак ""Сайт как основной продавец""",андрей ведущий
0,"Курс ""Администрирование PostgreSQL 9.4.""",дарья наумушкина
0,"Курс ""Администрирование PostgreSQL 9.4.""",илья шехтман
0,"Курс ""Администрирование PostgreSQL 9.4.""",егор рогов
0,"Кибербезопасность, или почему ""1234"" - плохой пароль для вашей почты.",сергей владимиров
