"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Saudi Arabia","SAU","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7896000","4104000","3811000","4403000","2000000","4126000","4087000","6032000","17827000","15281320","18671000","19153960","19824490","20819000","21207000","21071000","",
"Sudan","SDN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195000","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Singapore","SGP","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2867000","3305000","3671000","3745000","3971000","4444000","4363000","4399000","4221000","5165000","5159000","5533000","6024000","6828000","6961000","7342000","7753000","8048000","8647000","8903000","9125000","9474000","9889000","",
"Solomon Islands","SLB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6000","7000","13000","13000","20000","27000","13000","28000","63000","67000","71000","73000","72000","76000","99000","104000","111000","93000","61000","92000","","",
"El Salvador","SLV","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","348000","492000","627000","868000","787000","923000","933000","1001000","940000","1079000","1239000","1242000","1012000","","1345000","1421000","1469000","1462000","1515000","1515000","1618000","1804000","1871000","",
"San Marino","SMR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2987000","3149000","3603000","3683000","3230000","2692000","3285000","2689000","2129000","2406000","2777000","3095000","3870000","",
"Slovenia","SVN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1965000","2055000","2127000","2114000","2800000","2660000","2680000","2496000","2459000","2586000","2874000","2722000","2474000","2612000","2642000","2867000","2853000","3013000","",
"Sweden","SWE","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10127000","10390000","10818000","11422000","10500000","10147000","10741000","12888000","12649000","13950000","15677000","12559000","12692000","13291000","11699000","13042000","14651000","15548000","15917000","","","","21232000","",
"Eswatini","SWZ","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1082000","1072000","1130000","1177000","1245000","1141000","1264000","1403000","1573000","1657000","1713000","1789000","1751000","",
"Sint Maarten (Dutch part)","SXM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31000","29000","30000","31000","32000","36000","41000","53000","50000","48000","52000","55000","58000","54000","49000","59000","48000","45000","47000","50000","56000","68000","74000","",
"Syrian Arab Republic","SYR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1746000","1871000","2299000","2411000","2994000","3863000","3492000","3299000","3997000","4309000","4564000","4042000","4196000","5253000","5215000","6259000","","","","","","","","",
"Turks and Caicos Islands","TCA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27000","40000","23000","","","","","","58000","66000","39000","76000","79000","","","","56000","52000","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18741021.5749075","21204832.3326914","22985774.5020699","24425277.1209305","25360548.0039409","29172516.0927387","34054912.0916784","33625084.6244344","37325547.9017585","42606235.5382051","46259022.4619531","52483256.9382696","61256073.1450348","67107954.3511484","68801001.0215601","83096254.5053405","98955094.1773124","115589075.063509","135039428.488277","157724133.751546","172853201.374673","183823934.603881","194998127.266885","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93402232.891662","91683970.2160254","100969123.121546","100232336.999242","108091472.8211","126068263.178927","124279576.58714","118064078.361827","113200774.882697","121421961.95976","133253801.431312","143323178.872476","153773061.36126","164773530.460676","149177766.961638","159861132.892348","175182804.829774","190023433.25458","210526514.758337","181962553.498793","182606735.59547","184597665.487561","208263875.60824","",
"Togo","TGO","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1820000","1845000","1660000","1412000","1655000","1909000","2011000","2250000","2152000","2709000","3047000","3382000","4018000","3908000","4653000","5451000","5397000","5721000","5970000","6444000","6794000","8204000","8963000","",
"Tajikistan","TJK","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4100","6400","2700","","","","","","","","","","","15000","15000","19000","16000","22000","31000","",
"Turkmenistan","TKM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21000","29000","31000","357000","","78000","111000","79000","34000","32000","33000","33000","38000","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22168741.1478368","24921576.3283432","25742373.81147","27687852.0066773","27465574.5205733","29567307.1862101","30124270.5448208","28140809.6952297","28390446.7561513","31878023.3425555","34698502.5728836","36598071.700034","40104460.5987021","41019381.0809103","39892781.5122976","43291025.4663695","48616607.5401593","52337666.7967057","54480852.3210383","58501972.0117351","62221481.9028728","65741640.1114252","67975016.9920064","",
"Timor-Leste","TLS","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5104212.17752535","5666330.19265309","5968835.46987043","6185555.66847389","6639313.5842999","7071625.23047243","7207075.3545996","7801927.14972473","8610112.89035016","9938652.85783077","11433119.2273672","12873405.5472527","15286675.258785","15117362.6036261","16943521.7787288","19125115.5531028","20658496.8691903","22014160.8856421","23161348.8390597","25431129.9501325","28138552.8270597","30194692.2477008","32864565.9790369","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261000","248000","","","","","","","","","","","","","270000","273000","","","","","","","","",
"Tunisia","TUN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1778000","1428000","1381000","1526000","1480000","1632000","1669000","1939000","2274000","2312000","2241000","2302000","2743000","3118000","2623000","2250000","2303000","2897000","2873000","2637000","","1830000","","",
"Turkey","TUR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3981000","4261000","4633000","4601000","4758000","5284000","4856000","5131000","5928000","7299000","8246000","8275000","4956000","4893000","5561000","6557000","6282000","5803000","7526000","7982000","8751000","7892000","8887000","",
"Tuvalu","TUV","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","2200","2900","2800","2700","2600","2300","2200","2000","2400","","","","2100","","","","","","","",
"Tanzania","TZA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157000","148000","","","","","","","","","","","","","","","","","","","","","","",
"Uganda","UGA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148000","241000","327000","153000","152000","184000","189000","231000","189000","254000","272000","337000","311000","324000","367000","469000","471000","511000","523000","568000","","",
"Ukraine","UKR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6552000","6004000","9632000","7773000","7399000","13422000","14849000","14729000","14795000","15588000","16454000","16875000","17335000","15499000","15334000","17180000","19773000","21433000","23761000","22438000","23142000","24668000","26437000","",
"Upper middle income","UMC","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68190216.8486909","64714120.9203752","67933239.5864214","71653813.3018039","73962114.9140927","87383794.8790495","95353729.2469895","96170479.7697762","102948937.136779","118053363.176188","129306418.583812","139764653.287867","156900760.780173","169539435.257067","168028985.604156","188972565.40126","213126805.815047","236119720.936655","266186574.988611","284824849.589199","289978648.329438","305058357.093309","332957893.023429","",
"Uruguay","URY","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","562000","654000","778000","667000","531000","530000","495000","569000","658000","666000","635000","734000","826000","1027000","1534000","1816000","2281000","2396000","2217000","1715000","1789000","",
"United States","USA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51285000","52999000","53229000","55696000","57222000","61327000","59442000","58066000","56250000","61809000","63503000","63663000","64049000","63653000","62130000","61061000","59209000","60697000","61344000","68185000","74191000","80226000","87703000","",
"Uzbekistan","UZB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","534000","511000","460000","752000","754000","954000","933000","881000","832000","816000","1067000","1095000","1410000","1745000","1651000","1477000","1719000","1734000","1931000","1589000","1539000","1530000","1079000","",
"British Virgin Islands","VGB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79000","","","","","","","","","","","171000","166000","166000","140000","151000","145000","139000","","","","","","",
"Virgin Islands (U.S.)","VIR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11000","11000","11000","12000","12000","12000","11000","11000","12000","13000","14000","15000","16000","19000","20000","21000","22000","23000","26000","26000","27000","25000","28000","",
"World","WLD","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","633393234.313954","656452241.286374","687161610.410599","723125836.474508","758304698.46519","829615668.870275","840120739.521348","845298488.433862","843789290.114712","916382454.577918","976573243.298969","1000618146.32886","1069866871.28423","1100156576.62194","1059959001.97014","1140059121.56523","1190658941.6033","1246496269.0193","1311315546.73659","1334402137.81318","1397711354.88687","1475136054.18814","1566927066.23023","",
"Samoa","WSM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58000","61000","56000","53000","51000","54000","52000","51000","52000","53000","43000","56000","57000","56000","51000","57000","54000","","55000","",
"Kosovo","XKX","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zambia","ZMB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256000","69000","123000","213000","331000","","","","386000","498000","474000","541000","547000","593000","631000","650000","693000","720000","2946000","3182000","3393000","3192000","2768000","",
